Entity,Code,Year,Earthquake deaths (NGDC-NOAA)
Dominican Republic,DOM,1882,0
Dominican Republic,DOM,1883,0
Dominican Republic,DOM,1884,0
Dominican Republic,DOM,1885,0
Dominican Republic,DOM,1886,0
Dominican Republic,DOM,1887,0
Dominican Republic,DOM,1888,0
Dominican Republic,DOM,1889,0
Dominican Republic,DOM,1890,0
Dominican Republic,DOM,1891,0
Dominican Republic,DOM,1893,0
Dominican Republic,DOM,1894,0
Dominican Republic,DOM,1895,0
Dominican Republic,DOM,1896,0
Dominican Republic,DOM,1897,0
Dominican Republic,DOM,1898,0
Dominican Republic,DOM,1899,0
Dominican Republic,DOM,1900,0
Dominican Republic,DOM,1901,0
Dominican Republic,DOM,1902,0
Dominican Republic,DOM,1903,0
Dominican Republic,DOM,1904,0
Dominican Republic,DOM,1905,0
Dominican Republic,DOM,1906,0
Dominican Republic,DOM,1907,0
Dominican Republic,DOM,1908,0
Dominican Republic,DOM,1909,0
Dominican Republic,DOM,1910,0
Dominican Republic,DOM,1911,0
Dominican Republic,DOM,1912,0
Dominican Republic,DOM,1913,0
Dominican Republic,DOM,1914,0
Dominican Republic,DOM,1915,0
Dominican Republic,DOM,1916,0
Dominican Republic,DOM,1917,0
Dominican Republic,DOM,1918,0
Dominican Republic,DOM,1920,0
Dominican Republic,DOM,1922,0
Dominican Republic,DOM,1923,0
Dominican Republic,DOM,1924,0
Dominican Republic,DOM,1925,0
Dominican Republic,DOM,1926,0
Dominican Republic,DOM,1927,0
Dominican Republic,DOM,1928,0
Dominican Republic,DOM,1929,0
Dominican Republic,DOM,1930,0
Dominican Republic,DOM,1931,0
Dominican Republic,DOM,1932,0
Dominican Republic,DOM,1933,0
Dominican Republic,DOM,1934,0
Dominican Republic,DOM,1935,0
Dominican Republic,DOM,1936,0
Dominican Republic,DOM,1937,0
Dominican Republic,DOM,1938,0
Dominican Republic,DOM,1939,0
Dominican Republic,DOM,1940,0
Dominican Republic,DOM,1941,0
Dominican Republic,DOM,1942,0
Dominican Republic,DOM,1943,0
Dominican Republic,DOM,1944,0
Dominican Republic,DOM,1945,0
Dominican Republic,DOM,1946,1865
Dominican Republic,DOM,1947,0
Dominican Republic,DOM,1948,0
Dominican Republic,DOM,1949,0
Dominican Republic,DOM,1950,0
Dominican Republic,DOM,1951,0
Dominican Republic,DOM,1952,0
Dominican Republic,DOM,1953,0
Dominican Republic,DOM,1954,0
Dominican Republic,DOM,1955,0
Dominican Republic,DOM,1956,0
Dominican Republic,DOM,1957,0
Dominican Republic,DOM,1958,0
Dominican Republic,DOM,1959,0
Dominican Republic,DOM,1960,0
Dominican Republic,DOM,1961,0
Dominican Republic,DOM,1962,0
Dominican Republic,DOM,1963,0
Dominican Republic,DOM,1964,0
Dominican Republic,DOM,1965,0
Dominican Republic,DOM,1966,0
Dominican Republic,DOM,1967,0
Dominican Republic,DOM,1968,0
Dominican Republic,DOM,1969,0
Dominican Republic,DOM,1970,0
Dominican Republic,DOM,1971,0
Dominican Republic,DOM,1972,0
Dominican Republic,DOM,1973,0
Dominican Republic,DOM,1974,0
Dominican Republic,DOM,1975,0
Dominican Republic,DOM,1976,0
Dominican Republic,DOM,1977,0
Dominican Republic,DOM,1978,0
Dominican Republic,DOM,1979,0
Dominican Republic,DOM,1980,0
Dominican Republic,DOM,1981,0
Dominican Republic,DOM,1982,0
Dominican Republic,DOM,1983,0
Dominican Republic,DOM,1984,5
Dominican Republic,DOM,1985,0
Dominican Republic,DOM,1986,0
Dominican Republic,DOM,1987,0
Dominican Republic,DOM,1988,0
Dominican Republic,DOM,1989,0
Dominican Republic,DOM,1990,0
Dominican Republic,DOM,1991,0
Dominican Republic,DOM,1992,0
Dominican Republic,DOM,1993,0
Dominican Republic,DOM,1994,0
Dominican Republic,DOM,1995,0
Dominican Republic,DOM,1996,0
Dominican Republic,DOM,1997,0
Dominican Republic,DOM,1998,0
Dominican Republic,DOM,1999,0
Dominican Republic,DOM,2000,0
Dominican Republic,DOM,2001,0
Dominican Republic,DOM,2002,0
Dominican Republic,DOM,2003,3
Dominican Republic,DOM,2004,0
Dominican Republic,DOM,2005,0
Dominican Republic,DOM,2006,0
Dominican Republic,DOM,2007,0
Dominican Republic,DOM,2008,0
Dominican Republic,DOM,2009,0
Dominican Republic,DOM,2010,0
Dominican Republic,DOM,2011,0
Dominican Republic,DOM,2012,0
Dominican Republic,DOM,2013,0
Dominican Republic,DOM,2014,0
Dominican Republic,DOM,2015,0
Dominican Republic,DOM,2016,0
Dominican Republic,DOM,2017,0
Ecuador,ECU,1500,0
Ecuador,ECU,1501,0
Ecuador,ECU,1502,0
Ecuador,ECU,1509,0
Ecuador,ECU,1511,0
Ecuador,ECU,1515,0
Ecuador,ECU,1531,0
Ecuador,ECU,1542,0
Ecuador,ECU,1551,0
Ecuador,ECU,1556,0
Ecuador,ECU,1560,0
Ecuador,ECU,1561,0
Ecuador,ECU,1564,0
Ecuador,ECU,1568,0
Ecuador,ECU,1570,0
Ecuador,ECU,1575,0
Ecuador,ECU,1579,0
Ecuador,ECU,1584,0
Ecuador,ECU,1586,0
Ecuador,ECU,1587,0
Ecuador,ECU,1596,0
Ecuador,ECU,1597,0
Ecuador,ECU,1600,0
Ecuador,ECU,1601,0
Ecuador,ECU,1604,0
Ecuador,ECU,1605,0
Ecuador,ECU,1606,0
Ecuador,ECU,1609,0
Ecuador,ECU,1611,0
Ecuador,ECU,1613,0
Ecuador,ECU,1616,0
Ecuador,ECU,1618,0
Ecuador,ECU,1619,0
Ecuador,ECU,1622,0
Ecuador,ECU,1626,0
Ecuador,ECU,1627,0
Ecuador,ECU,1628,0
Ecuador,ECU,1631,0
Ecuador,ECU,1633,0
Ecuador,ECU,1634,0
Ecuador,ECU,1636,0
Ecuador,ECU,1638,0
Ecuador,ECU,1640,0
Ecuador,ECU,1644,0
Ecuador,ECU,1645,0
Ecuador,ECU,1647,0
Ecuador,ECU,1649,0
Ecuador,ECU,1652,0
Ecuador,ECU,1654,0
Ecuador,ECU,1657,0
Ecuador,ECU,1659,0
Ecuador,ECU,1660,0
Ecuador,ECU,1662,0
Ecuador,ECU,1664,0
Ecuador,ECU,1666,0
Ecuador,ECU,1667,0
Ecuador,ECU,1668,0
Ecuador,ECU,1672,0
Ecuador,ECU,1673,0
Ecuador,ECU,1674,0
Ecuador,ECU,1677,0
Ecuador,ECU,1679,0
Ecuador,ECU,1680,0
Ecuador,ECU,1683,0
Ecuador,ECU,1687,0
Ecuador,ECU,1688,0
Ecuador,ECU,1692,0
Ecuador,ECU,1693,0
Ecuador,ECU,1694,0
Ecuador,ECU,1695,0
Ecuador,ECU,1700,0
Ecuador,ECU,1703,0
Ecuador,ECU,1704,0
Ecuador,ECU,1707,0
Ecuador,ECU,1709,0
Ecuador,ECU,1711,0
Ecuador,ECU,1713,0
Ecuador,ECU,1714,0
Ecuador,ECU,1716,0
Ecuador,ECU,1718,0
Ecuador,ECU,1721,0
Ecuador,ECU,1725,0
Ecuador,ECU,1726,0
Ecuador,ECU,1727,0
Ecuador,ECU,1730,0
Ecuador,ECU,1732,0
Ecuador,ECU,1736,0
Ecuador,ECU,1737,0
Ecuador,ECU,1738,0
Ecuador,ECU,1739,0
Ecuador,ECU,1746,0
Ecuador,ECU,1748,0
Ecuador,ECU,1750,0
Ecuador,ECU,1751,0
Ecuador,ECU,1754,0
Ecuador,ECU,1755,0
Ecuador,ECU,1757,0
Ecuador,ECU,1758,0
Ecuador,ECU,1761,0
Ecuador,ECU,1762,0
Ecuador,ECU,1763,0
Ecuador,ECU,1765,0
Ecuador,ECU,1766,0
Ecuador,ECU,1770,0
Ecuador,ECU,1771,0
Ecuador,ECU,1773,0
Ecuador,ECU,1780,0
Ecuador,ECU,1781,0
Ecuador,ECU,1782,0
Ecuador,ECU,1783,0
Ecuador,ECU,1784,0
Ecuador,ECU,1785,0
Ecuador,ECU,1786,0
Ecuador,ECU,1787,0
Ecuador,ECU,1788,0
Ecuador,ECU,1790,0
Ecuador,ECU,1791,0
Ecuador,ECU,1792,0
Ecuador,ECU,1793,0
Ecuador,ECU,1797,40000
Ecuador,ECU,1799,0
Ecuador,ECU,1802,0
Ecuador,ECU,1804,0
Ecuador,ECU,1808,0
Ecuador,ECU,1810,0
Ecuador,ECU,1811,0
Ecuador,ECU,1812,0
Ecuador,ECU,1814,0
Ecuador,ECU,1815,0
Ecuador,ECU,1816,0
Ecuador,ECU,1818,0
Ecuador,ECU,1819,0
Ecuador,ECU,1820,0
Ecuador,ECU,1821,0
Ecuador,ECU,1822,0
Ecuador,ECU,1825,0
Ecuador,ECU,1827,0
Ecuador,ECU,1828,0
Ecuador,ECU,1829,0
Ecuador,ECU,1830,0
Ecuador,ECU,1831,0
Ecuador,ECU,1833,0
Ecuador,ECU,1834,0
Ecuador,ECU,1835,0
Ecuador,ECU,1837,0
Ecuador,ECU,1839,0
Ecuador,ECU,1840,0
Ecuador,ECU,1842,0
Ecuador,ECU,1843,0
Ecuador,ECU,1844,0
Ecuador,ECU,1845,0
Ecuador,ECU,1846,0
Ecuador,ECU,1847,0
Ecuador,ECU,1848,0
Ecuador,ECU,1850,0
Ecuador,ECU,1851,0
Ecuador,ECU,1852,0
Ecuador,ECU,1853,0
Ecuador,ECU,1854,0
Ecuador,ECU,1855,0
Ecuador,ECU,1856,0
Ecuador,ECU,1857,0
Ecuador,ECU,1858,0
Ecuador,ECU,1859,0
Ecuador,ECU,1861,0
Ecuador,ECU,1862,0
Ecuador,ECU,1863,0
Ecuador,ECU,1864,0
Ecuador,ECU,1865,0
Ecuador,ECU,1866,0
Ecuador,ECU,1867,0
Ecuador,ECU,1868,70000
Ecuador,ECU,1869,0
Ecuador,ECU,1870,0
Ecuador,ECU,1872,0
Ecuador,ECU,1874,0
Ecuador,ECU,1875,0
Ecuador,ECU,1877,0
Ecuador,ECU,1878,0
Ecuador,ECU,1879,0
Ecuador,ECU,1880,0
Ecuador,ECU,1881,0
Ecuador,ECU,1882,0
Ecuador,ECU,1883,0
Ecuador,ECU,1884,0
Ecuador,ECU,1885,0
Ecuador,ECU,1886,0
Ecuador,ECU,1887,0
Ecuador,ECU,1888,0
Ecuador,ECU,1889,0
Ecuador,ECU,1890,0
Ecuador,ECU,1891,0
Ecuador,ECU,1893,0
Ecuador,ECU,1894,0
Ecuador,ECU,1895,0
Ecuador,ECU,1896,0
Ecuador,ECU,1897,0
Ecuador,ECU,1898,0
Ecuador,ECU,1899,0
Ecuador,ECU,1900,0
Ecuador,ECU,1901,0
Ecuador,ECU,1902,0
Ecuador,ECU,1903,0
Ecuador,ECU,1904,0
Ecuador,ECU,1905,0
Ecuador,ECU,1906,1000
Ecuador,ECU,1907,0
Ecuador,ECU,1908,0
Ecuador,ECU,1909,0
Ecuador,ECU,1910,0
Ecuador,ECU,1911,0
Ecuador,ECU,1912,0
Ecuador,ECU,1913,0
Ecuador,ECU,1914,0
Ecuador,ECU,1915,0
Ecuador,ECU,1916,0
Ecuador,ECU,1917,0
Ecuador,ECU,1918,0
Ecuador,ECU,1920,0
Ecuador,ECU,1922,0
Ecuador,ECU,1923,0
Ecuador,ECU,1924,0
Ecuador,ECU,1925,0
Ecuador,ECU,1926,0
Ecuador,ECU,1927,0
Ecuador,ECU,1928,0
Ecuador,ECU,1929,0
Ecuador,ECU,1930,0
Ecuador,ECU,1931,0
Ecuador,ECU,1932,0
Ecuador,ECU,1933,0
Ecuador,ECU,1934,0
Ecuador,ECU,1935,0
Ecuador,ECU,1936,0
Ecuador,ECU,1937,0
Ecuador,ECU,1938,0
Ecuador,ECU,1939,0
Ecuador,ECU,1940,0
Ecuador,ECU,1941,0
Ecuador,ECU,1942,200
Ecuador,ECU,1943,0
Ecuador,ECU,1944,0
Ecuador,ECU,1945,0
Ecuador,ECU,1946,0
Ecuador,ECU,1947,0
Ecuador,ECU,1948,0
Ecuador,ECU,1949,0
Ecuador,ECU,1950,0
Ecuador,ECU,1951,0
Ecuador,ECU,1952,0
Ecuador,ECU,1953,0
Ecuador,ECU,1954,0
Ecuador,ECU,1955,0
Ecuador,ECU,1956,0
Ecuador,ECU,1957,0
Ecuador,ECU,1958,0
Ecuador,ECU,1959,0
Ecuador,ECU,1960,0
Ecuador,ECU,1961,0
Ecuador,ECU,1962,0
Ecuador,ECU,1963,0
Ecuador,ECU,1964,0
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,8
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,5002
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,4
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,2
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,3
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,2
Ecuador,ECU,2015,0
Ecuador,ECU,2016,667
Ecuador,ECU,2017,0
Egypt,EGY,1500,0
Egypt,EGY,1501,0
Egypt,EGY,1502,0
Egypt,EGY,1509,0
Egypt,EGY,1511,0
Egypt,EGY,1515,0
Egypt,EGY,1531,0
Egypt,EGY,1542,0
Egypt,EGY,1551,0
Egypt,EGY,1556,0
Egypt,EGY,1560,0
Egypt,EGY,1561,0
Egypt,EGY,1564,0
Egypt,EGY,1568,0
Egypt,EGY,1570,0
Egypt,EGY,1575,0
Egypt,EGY,1579,0
Egypt,EGY,1584,0
Egypt,EGY,1586,0
Egypt,EGY,1587,0
Egypt,EGY,1596,0
Egypt,EGY,1597,0
Egypt,EGY,1600,0
Egypt,EGY,1601,0
Egypt,EGY,1604,0
Egypt,EGY,1605,0
Egypt,EGY,1606,0
Egypt,EGY,1609,0
Egypt,EGY,1611,0
Egypt,EGY,1613,0
Egypt,EGY,1616,0
Egypt,EGY,1618,0
Egypt,EGY,1619,0
Egypt,EGY,1622,0
Egypt,EGY,1626,0
Egypt,EGY,1627,0
Egypt,EGY,1628,0
Egypt,EGY,1631,0
Egypt,EGY,1633,0
Egypt,EGY,1634,0
Egypt,EGY,1636,0
Egypt,EGY,1638,0
Egypt,EGY,1640,0
Egypt,EGY,1644,0
Egypt,EGY,1645,0
Egypt,EGY,1647,0
Egypt,EGY,1649,0
Egypt,EGY,1652,0
Egypt,EGY,1654,0
Egypt,EGY,1657,0
Egypt,EGY,1659,0
Egypt,EGY,1660,0
Egypt,EGY,1662,0
Egypt,EGY,1664,0
Egypt,EGY,1666,0
Egypt,EGY,1667,0
Egypt,EGY,1668,0
Egypt,EGY,1672,0
Egypt,EGY,1673,0
Egypt,EGY,1674,0
Egypt,EGY,1677,0
Egypt,EGY,1679,0
Egypt,EGY,1680,0
Egypt,EGY,1683,0
Egypt,EGY,1687,0
Egypt,EGY,1688,0
Egypt,EGY,1692,0
Egypt,EGY,1693,0
Egypt,EGY,1694,0
Egypt,EGY,1695,0
Egypt,EGY,1700,0
Egypt,EGY,1703,0
Egypt,EGY,1704,0
Egypt,EGY,1707,0
Egypt,EGY,1709,0
Egypt,EGY,1711,0
Egypt,EGY,1713,0
Egypt,EGY,1714,0
Egypt,EGY,1716,0
Egypt,EGY,1718,0
Egypt,EGY,1721,0
Egypt,EGY,1725,0
Egypt,EGY,1726,0
Egypt,EGY,1727,0
Egypt,EGY,1730,0
Egypt,EGY,1732,0
Egypt,EGY,1736,0
Egypt,EGY,1737,0
Egypt,EGY,1738,0
Egypt,EGY,1739,0
Egypt,EGY,1746,0
Egypt,EGY,1748,0
Egypt,EGY,1750,0
Egypt,EGY,1751,0
Egypt,EGY,1754,40000
Egypt,EGY,1755,0
Egypt,EGY,1757,0
Egypt,EGY,1758,0
Egypt,EGY,1761,0
Egypt,EGY,1762,0
Egypt,EGY,1763,0
Egypt,EGY,1765,0
Egypt,EGY,1766,0
Egypt,EGY,1770,0
Egypt,EGY,1771,0
Egypt,EGY,1773,0
Egypt,EGY,1780,0
Egypt,EGY,1781,0
Egypt,EGY,1782,0
Egypt,EGY,1783,0
Egypt,EGY,1784,0
Egypt,EGY,1785,0
Egypt,EGY,1786,0
Egypt,EGY,1787,0
Egypt,EGY,1788,0
Egypt,EGY,1790,0
Egypt,EGY,1791,0
Egypt,EGY,1792,0
Egypt,EGY,1793,0
Egypt,EGY,1797,0
Egypt,EGY,1799,0
Egypt,EGY,1802,0
Egypt,EGY,1804,0
Egypt,EGY,1808,0
Egypt,EGY,1810,0
Egypt,EGY,1811,0
Egypt,EGY,1812,0
Egypt,EGY,1814,0
Egypt,EGY,1815,0
Egypt,EGY,1816,0
Egypt,EGY,1818,0
Egypt,EGY,1819,0
Egypt,EGY,1820,0
Egypt,EGY,1821,0
Egypt,EGY,1822,0
Egypt,EGY,1825,0
Egypt,EGY,1827,0
Egypt,EGY,1828,0
Egypt,EGY,1829,0
Egypt,EGY,1830,0
Egypt,EGY,1831,0
Egypt,EGY,1833,0
Egypt,EGY,1834,0
Egypt,EGY,1835,0
Egypt,EGY,1837,0
Egypt,EGY,1839,0
Egypt,EGY,1840,0
Egypt,EGY,1842,0
Egypt,EGY,1843,0
Egypt,EGY,1844,0
Egypt,EGY,1845,0
Egypt,EGY,1846,0
Egypt,EGY,1847,126
Egypt,EGY,1848,0
Egypt,EGY,1850,0
Egypt,EGY,1851,0
Egypt,EGY,1852,0
Egypt,EGY,1853,0
Egypt,EGY,1854,0
Egypt,EGY,1855,0
Egypt,EGY,1856,0
Egypt,EGY,1857,0
Egypt,EGY,1858,0
Egypt,EGY,1859,0
Egypt,EGY,1861,0
Egypt,EGY,1862,0
Egypt,EGY,1863,0
Egypt,EGY,1864,0
Egypt,EGY,1865,0
Egypt,EGY,1866,0
Egypt,EGY,1867,0
Egypt,EGY,1868,0
Egypt,EGY,1869,0
Egypt,EGY,1870,0
Egypt,EGY,1872,0
Egypt,EGY,1874,0
Egypt,EGY,1875,0
Egypt,EGY,1877,0
Egypt,EGY,1878,0
Egypt,EGY,1879,0
Egypt,EGY,1880,0
Egypt,EGY,1881,0
Egypt,EGY,1882,0
Egypt,EGY,1883,0
Egypt,EGY,1884,0
Egypt,EGY,1885,0
Egypt,EGY,1886,0
Egypt,EGY,1887,0
Egypt,EGY,1888,0
Egypt,EGY,1889,0
Egypt,EGY,1890,0
Egypt,EGY,1891,0
Egypt,EGY,1893,0
Egypt,EGY,1894,0
Egypt,EGY,1895,0
Egypt,EGY,1896,0
Egypt,EGY,1897,0
Egypt,EGY,1898,0
Egypt,EGY,1899,0
Egypt,EGY,1900,0
Egypt,EGY,1901,0
Egypt,EGY,1902,0
Egypt,EGY,1903,0
Egypt,EGY,1904,0
Egypt,EGY,1905,0
Egypt,EGY,1906,0
Egypt,EGY,1907,0
Egypt,EGY,1908,0
Egypt,EGY,1909,0
Egypt,EGY,1910,0
Egypt,EGY,1911,0
Egypt,EGY,1912,0
Egypt,EGY,1913,0
Egypt,EGY,1914,0
Egypt,EGY,1915,0
Egypt,EGY,1916,0
Egypt,EGY,1917,0
Egypt,EGY,1918,0
Egypt,EGY,1920,0
Egypt,EGY,1922,0
Egypt,EGY,1923,0
Egypt,EGY,1924,0
Egypt,EGY,1925,0
Egypt,EGY,1926,0
Egypt,EGY,1927,0
Egypt,EGY,1928,0
Egypt,EGY,1929,0
Egypt,EGY,1930,0
Egypt,EGY,1931,0
Egypt,EGY,1932,0
Egypt,EGY,1933,0
Egypt,EGY,1934,0
Egypt,EGY,1935,0
Egypt,EGY,1936,0
Egypt,EGY,1937,0
Egypt,EGY,1938,0
Egypt,EGY,1939,0
Egypt,EGY,1940,0
Egypt,EGY,1941,0
Egypt,EGY,1942,0
Egypt,EGY,1943,0
Egypt,EGY,1944,0
Egypt,EGY,1945,0
Egypt,EGY,1946,0
Egypt,EGY,1947,0
Egypt,EGY,1948,0
Egypt,EGY,1949,0
Egypt,EGY,1950,0
Egypt,EGY,1951,0
Egypt,EGY,1952,0
Egypt,EGY,1953,0
Egypt,EGY,1954,0
Egypt,EGY,1955,22
Egypt,EGY,1956,0
Egypt,EGY,1957,0
Egypt,EGY,1958,0
Egypt,EGY,1959,0
Egypt,EGY,1960,0
Egypt,EGY,1961,0
Egypt,EGY,1962,0
Egypt,EGY,1963,0
Egypt,EGY,1964,0
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,2
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,545
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,12
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0
Egypt,EGY,2001,0
Egypt,EGY,2002,0
Egypt,EGY,2003,0
Egypt,EGY,2004,0
Egypt,EGY,2005,0
Egypt,EGY,2006,0
Egypt,EGY,2007,0
Egypt,EGY,2008,0
Egypt,EGY,2009,0
Egypt,EGY,2010,0
Egypt,EGY,2011,0
Egypt,EGY,2012,0
Egypt,EGY,2013,0
Egypt,EGY,2014,0
Egypt,EGY,2015,0
Egypt,EGY,2016,0
Egypt,EGY,2017,0
El Salvador,SLV,1500,0
El Salvador,SLV,1501,0
El Salvador,SLV,1502,0
El Salvador,SLV,1509,0
El Salvador,SLV,1511,0
El Salvador,SLV,1515,0
El Salvador,SLV,1531,0
El Salvador,SLV,1542,0
El Salvador,SLV,1551,0
El Salvador,SLV,1556,0
El Salvador,SLV,1560,0
El Salvador,SLV,1561,0
El Salvador,SLV,1564,0
El Salvador,SLV,1568,0
El Salvador,SLV,1570,0
El Salvador,SLV,1575,0
El Salvador,SLV,1579,0
El Salvador,SLV,1584,0
El Salvador,SLV,1586,0
El Salvador,SLV,1587,0
El Salvador,SLV,1596,0
El Salvador,SLV,1597,0
El Salvador,SLV,1600,0
El Salvador,SLV,1601,0
El Salvador,SLV,1604,0
El Salvador,SLV,1605,0
El Salvador,SLV,1606,0
El Salvador,SLV,1609,0
El Salvador,SLV,1611,0
El Salvador,SLV,1613,0
El Salvador,SLV,1616,0
El Salvador,SLV,1618,0
El Salvador,SLV,1619,0
El Salvador,SLV,1622,0
El Salvador,SLV,1626,0
El Salvador,SLV,1627,0
El Salvador,SLV,1628,0
El Salvador,SLV,1631,0
El Salvador,SLV,1633,0
El Salvador,SLV,1634,0
El Salvador,SLV,1636,0
El Salvador,SLV,1638,0
El Salvador,SLV,1640,0
El Salvador,SLV,1644,0
El Salvador,SLV,1645,0
El Salvador,SLV,1647,0
El Salvador,SLV,1649,0
El Salvador,SLV,1652,0
El Salvador,SLV,1654,0
El Salvador,SLV,1657,0
El Salvador,SLV,1659,0
El Salvador,SLV,1660,0
El Salvador,SLV,1662,0
El Salvador,SLV,1664,0
El Salvador,SLV,1666,0
El Salvador,SLV,1667,0
El Salvador,SLV,1668,0
El Salvador,SLV,1672,0
El Salvador,SLV,1673,0
El Salvador,SLV,1674,0
El Salvador,SLV,1677,0
El Salvador,SLV,1679,0
El Salvador,SLV,1680,0
El Salvador,SLV,1683,0
El Salvador,SLV,1687,0
El Salvador,SLV,1688,0
El Salvador,SLV,1692,0
El Salvador,SLV,1693,0
El Salvador,SLV,1694,0
El Salvador,SLV,1695,0
El Salvador,SLV,1700,0
El Salvador,SLV,1703,0
El Salvador,SLV,1704,0
El Salvador,SLV,1707,0
El Salvador,SLV,1709,0
El Salvador,SLV,1711,0
El Salvador,SLV,1713,0
El Salvador,SLV,1714,0
El Salvador,SLV,1716,0
El Salvador,SLV,1718,0
El Salvador,SLV,1721,0
El Salvador,SLV,1725,0
El Salvador,SLV,1726,0
El Salvador,SLV,1727,0
El Salvador,SLV,1730,0
El Salvador,SLV,1732,0
El Salvador,SLV,1736,0
El Salvador,SLV,1737,0
El Salvador,SLV,1738,0
El Salvador,SLV,1739,0
El Salvador,SLV,1746,0
El Salvador,SLV,1748,0
El Salvador,SLV,1750,0
El Salvador,SLV,1751,0
El Salvador,SLV,1754,0
El Salvador,SLV,1755,0
El Salvador,SLV,1757,0
El Salvador,SLV,1758,0
El Salvador,SLV,1761,0
El Salvador,SLV,1762,0
El Salvador,SLV,1763,0
El Salvador,SLV,1765,50
El Salvador,SLV,1766,0
El Salvador,SLV,1770,0
El Salvador,SLV,1771,0
El Salvador,SLV,1773,0
El Salvador,SLV,1780,0
El Salvador,SLV,1781,0
El Salvador,SLV,1782,0
El Salvador,SLV,1783,0
El Salvador,SLV,1784,0
El Salvador,SLV,1785,0
El Salvador,SLV,1786,0
El Salvador,SLV,1787,0
El Salvador,SLV,1788,0
El Salvador,SLV,1790,0
El Salvador,SLV,1791,0
El Salvador,SLV,1792,0
El Salvador,SLV,1793,0
El Salvador,SLV,1797,0
El Salvador,SLV,1799,0
El Salvador,SLV,1802,0
El Salvador,SLV,1804,0
El Salvador,SLV,1808,0
El Salvador,SLV,1810,0
El Salvador,SLV,1811,0
El Salvador,SLV,1812,0
El Salvador,SLV,1814,0
El Salvador,SLV,1815,0
El Salvador,SLV,1816,0
El Salvador,SLV,1818,0
El Salvador,SLV,1819,0
El Salvador,SLV,1820,0
El Salvador,SLV,1821,0
El Salvador,SLV,1822,0
El Salvador,SLV,1825,0
El Salvador,SLV,1827,0
El Salvador,SLV,1828,0
El Salvador,SLV,1829,0
El Salvador,SLV,1830,0
El Salvador,SLV,1831,0
El Salvador,SLV,1833,0
El Salvador,SLV,1834,0
El Salvador,SLV,1835,0
El Salvador,SLV,1837,0
El Salvador,SLV,1839,0
El Salvador,SLV,1840,0
El Salvador,SLV,1842,0
El Salvador,SLV,1843,0
El Salvador,SLV,1844,0
El Salvador,SLV,1845,0
El Salvador,SLV,1846,0
El Salvador,SLV,1847,0
El Salvador,SLV,1848,0
El Salvador,SLV,1850,0
El Salvador,SLV,1851,0
El Salvador,SLV,1852,0
El Salvador,SLV,1853,0
El Salvador,SLV,1854,0
El Salvador,SLV,1855,0
El Salvador,SLV,1856,0
El Salvador,SLV,1857,0
El Salvador,SLV,1858,0
El Salvador,SLV,1859,0
El Salvador,SLV,1861,0
El Salvador,SLV,1862,0
El Salvador,SLV,1863,0
El Salvador,SLV,1864,0
El Salvador,SLV,1865,0
El Salvador,SLV,1866,0
El Salvador,SLV,1867,0
